TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
91203,Hymenosporum flavum :: Sweet Shade,582 Haight St,Sidewalk: Curb side : Cutout,3,,37.772080030656,-122.43175700893
13669,Platanus x hispanica :: Sycamore: London Plane,660 Market St,Sidewalk: Curb side : Cutout,20,4x4,37.7881796761862,-122.402950915336
12706,Tristaniopsis laurina :: Swamp Myrtle,1428X Lake St,Sidewalk: Curb side : Cutout,3,3x3,37.7862951074299,-122.474873646523
25727,Platanus x hispanica :: Sycamore: London Plane,715X Grove St,Sidewalk: Curb side : Cutout,18,3X3,37.7770735154951,-122.428376040293
1623,Pittosporum undulatum :: Victorian Box,785 Arguello Blvd,Sidewalk: Curb side : Cutout,3,4X4,37.7758638171345,-122.458594962646
12768,Tristaniopsis laurina :: Swamp Myrtle,1818 Lake St,Sidewalk: Curb side : Cutout,40,3X3,37.7860944276934,-122.479225029166
3448,Pittosporum crassifolium :: Karo Tree,29 Cameo Way,Sidewalk: Curb side : Cutout,25,3X3,37.7454725332926,-122.444286560175
89753,Arbutus 'Marina' :: Hybrid Strawberry Tree,1003 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7792758206049,-122.458783242743
114819,Syzygium paniculatum :: Brush Cherry,251x TRUMBULL ST,Median : Cutout,8,3x3,37.7309308121175,-122.425040194756
24613,Corymbia citriodora :: Lemon Scented Gum,1735 Mission St,Sidewalk: Property side : Cutout,24,6x7,37.7687842586517,-122.419928366315
93462,Prunus x 'Amanogawa' :: Flowering Cherry,1749 Taraval St,Sidewalk: Curb side : Cutout,3,3x3,37.7426084273374,-122.484789044745
89616,Arbutus 'Marina' :: Hybrid Strawberry Tree,3849X Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7778605985985,-122.489778382317
12779,Tristaniopsis laurina :: Swamp Myrtle,1909 Lake St,Sidewalk: Curb side : Cutout,3,3x3,37.785896781033,-122.480121624163
4626,Ficus nitida :: Laurel Fig,419 Columbus Ave,Sidewalk: Curb side : Cutout,18,3x3,37.7989462519709,-122.408605554576
90539,Eriobotrya deflexa :: Bronze Loquat,546 Cabrillo St,Sidewalk: Curb side : Cutout,3,3x3,37.7754196906156,-122.464372845695
14886,Corymbia ficifolia :: Red Flowering Gum,110 Mendell St,Sidewalk: Curb side : Cutout,12,3x3,37.7431155108007,-122.383730076065
11638,Metrosideros excelsa :: New Zealand Xmas Tree,500X Junipero Serra Blvd,Sidewalk: Curb side : Cutout,12,4x4,37.7287460056648,-122.472143968924
7861,Pittosporum undulatum :: Victorian Box,995X Franklin St,Sidewalk: Curb side : Cutout,6,4x4,37.7835590051167,-122.422728012058
18304,Ficus nitida :: Laurel Fig,100 Potrero Ave,Sidewalk: Curb side : Cutout,18,3X3,37.7683100673499,-122.407895847634
747,Acacia spp :: Acacia Spp,2301X 36th Ave,Sidewalk: Curb side : Cutout,18,6,37.7440555948275,-122.494120857895
1624,Pittosporum undulatum :: Victorian Box,788 Arguello Blvd,Sidewalk: Curb side : Cutout,80,3X3,37.7755361939339,-122.458355266074
13701,Platanus x hispanica :: Sycamore: London Plane,736 Market St,Sidewalk: Curb side : Cutout,40,4x4,37.7870477157564,-122.404382732531
10885,Callistemon citrinus :: Lemon Bottlebrush,1270X Hudson Ave,Sidewalk: Curb side : Cutout,6,3X4,37.734339374173,-122.382699652574
16754,Pyrus kawakamii :: Evergreen Pear,1795 O'Farrell St,Sidewalk: Curb side : Cutout,6,4X4,37.783017241069,-122.434193129672
90916,Pyrus calleryana :: Ornamental Pear,3342 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.778273796306,-122.484119844949
90572,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1932 Cabrillo St,Sidewalk: Curb side : Cutout,3,3x3,37.7747333989447,-122.479518860914
91941,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,925 Irving St,Sidewalk: Curb side : Cutout,3,3x3,37.7639228286278,-122.467657278128
91672,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,731 South Van Ness Ave,Sidewalk: Curb side : Cutout,7,3x3,37.7614631059869,-122.417061293148
13881,Platanus x hispanica :: Sycamore: London Plane,1027 Market St,Sidewalk: Curb side : Cutout,40,4X4,37.7816681394186,-122.410810578934
96517,Platanus x hispanica :: Sycamore: London Plane,1975 Post St,Sidewalk: Curb side : Cutout,,3x3,37.7849326895546,-122.434269149206
23868,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1495X Webster St,Sidewalk: Curb side : Cutout,3,3X3,37.7845018426272,-122.431302039005
90161,Eriobotrya deflexa :: Bronze Loquat,1000X Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7770522373591,-122.469539600379
97588,Pyrus calleryana 'New Bradford' :: New Bradford Pear,327 Divisadero St,Sidewalk: Curb side : Cutout,3,,37.7724448159613,-122.437402436672
17902,Olea europaea :: Olive Tree,2291 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.787901290694,-122.4334852398
90234,Metrosideros excelsa :: New Zealand Xmas Tree,2800 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7761784310196,-122.488934282178
28634,Washingtonia robusta :: Mexican Fan Palm,1001 Ocean Ave,Sidewalk: Curb side : Cutout,25,5X5,37.7231964704228,-122.453356228535
28600,Tristaniopsis laurina :: Swamp Myrtle,1545 Ocean Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7243926507133,-122.45901477691
95966,Pittosporum undulatum :: Victorian Box,5500 Geary Blvd,Median :,2,,37.7805919048991,-122.478527531838
17983,Corymbia ficifolia :: Red Flowering Gum,2589 Pine St,Sidewalk: Curb side : Cutout,36,3x3,37.7872832169231,-122.43836077964
23768,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,1001 Webster St,Sidewalk: Curb side : Cutout,80,3X3,37.7801904708611,-122.430467458421
119841,Prunus serrulata :: Ornamental Cherry,350 Octavia St Frontage East,Sidewalk: Curb side : Cutout,,4x4,37.774806598562,-122.424087136382
119853,Prunus serrulata :: Ornamental Cherry,401 Octavia St Frontage West,Sidewalk: Curb side : Cutout,,4x4,37.774806598562,-122.424087136382
23047,Lophostemon confertus :: Brisbane Box,1017 Valencia St,Sidewalk: Curb side : Cutout,14,3X3,37.756659281568,-122.42096968333
2243,Pittosporum undulatum :: Victorian Box,11X Brompton Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7344465557347,-122.434679019267
86034,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1284 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7634490992174,-122.486723028948
15613,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,3435 Mission St,Sidewalk: Curb side : Cutout,6,3x3,37.7417858175205,-122.422217403662
2620,Pittosporum undulatum :: Victorian Box,1802 Bush St,Sidewalk: Curb side : Cutout,6,4X4,37.7879198777294,-122.426959403176
19493,Tristaniopsis laurina :: Swamp Myrtle,20X Saint Joseph's Ave,Sidewalk: Curb side : Cutout,12,4X4,37.7797734639262,-122.440651682746
27258,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,690 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3X3,37.7817129170403,-122.420404476934
26977,Callistemon viminalis :: Weeping Bottlebrush,526 Silver Ave,Sidewalk: Curb side : Cutout,6,3X3,37.728535287917,-122.425878161452
26270,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,16 Virginia Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7429872120583,-122.42134090318
12363,Corymbia ficifolia :: Red Flowering Gum,1305 Laguna St,Sidewalk: Curb side : Cutout,24,3X3,37.7835558456566,-122.427837654062
27055,Arbutus 'Marina' :: Hybrid Strawberry Tree,1045 Silver Ave,Sidewalk: Curb side : Cutout,3,2X3,37.7292434029751,-122.415364124299
18816,Olea europaea :: Olive Tree,1805X Sacramento St,Sidewalk: Curb side : Cutout,12,3X3,37.7911941008575,-122.422834023652
106374,Tree(s) ::,182x Lower Ter,Median : Cutout,,10x10,37.7632736910742,-122.442891445737
14438,Ginkgo biloba :: Maidenhair Tree,15 Masonic Ave,Sidewalk: Curb side : Cutout,80,4X4,37.7820867846977,-122.448015940361
6378,Ficus nitida :: Laurel Fig,310 Elm St,Sidewalk: Curb side : Cutout,18,4X4,37.7813278942368,-122.422406674363
86178,Arbutus 'Marina' :: Hybrid Strawberry Tree,1531 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7590001388719,-122.48224872455
91961,Pittosporum undulatum :: Victorian Box,145 Irving St,Sidewalk: Curb side : Cutout,3,3x3,37.7642897456,-122.459296060042
12413,Maytenus boaria :: Mayten,1624 Laguna St,Sidewalk: Curb side : Cutout,12,4x4,37.7860220376532,-122.428143588498
17830,Ficus nitida :: Laurel Fig,1961 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.7885920838825,-122.428046192771
17318,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,98X Otis St,Sidewalk: Curb side : Cutout,18,3X3,37.7718348142851,-122.420385302261
90427,Tristaniopsis laurina :: Swamp Myrtle,121 Duboce Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7697855901546,-122.422814965334
6637,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,1499 Evans Ave,Sidewalk: Curb side : Cutout,6,3X3,37.7418779170755,-122.386618343631
6207,Lophostemon confertus :: Brisbane Box,1175 Ellis St,Sidewalk: Curb side : Cutout,12,3X3,37.7830117847389,-122.425154916389
14695,Maytenus boaria :: Mayten,785 McAllister St,Sidewalk: Curb side : Cutout,24,4x4,37.7789600951073,-122.425078130411
26562,Eriobotrya deflexa :: Bronze Loquat,550 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3X3,37.7391520616783,-122.407185397649
6509,Platanus x hispanica :: Sycamore: London Plane,1200X Evans Ave,Median : Cutout,12,15,37.739246921189,-122.381736845202
7329,Pyrus kawakamii :: Evergreen Pear,2043 Fillmore St,Sidewalk: Curb side : Cutout,6,,37.7885350652007,-122.433879687382
103747,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,1681 Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7699144073808,-122.415294769944
12404,Lophostemon confertus :: Brisbane Box,1465 Laguna St,Sidewalk: Curb side : Cutout,12,3X3,37.7846718287461,-122.428004537108
22206,Lophostemon confertus :: Brisbane Box,4195X 03rd St,Sidewalk: Curb side : Cutout,6,3x3,37.7395225495863,-122.388918984753
90936,Dracaena draco :: Dragon Tree,4100X Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7755387934026,-122.50284550193
13856,Platanus x hispanica :: Sycamore: London Plane,991 Market St,Sidewalk: Curb side : Cutout,35,4X4,37.7823213188284,-122.409981490315
14838,Ficus carica :: Edible Fig,1315X McAllister St,Sidewalk: Curb side : Cutout,12,4x4,37.7783201948721,-122.433664099691
89541,Quercus ilex :: Holly Oak,5300X Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7773065621331,-122.505133536108
89071,Laurus nobilis :: Sweet Bay: Grecian Laurel,606 18th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7764517969468,-122.476861693703
91970,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1350 09th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.763091183898,-122.466175257659
1608,Pittosporum undulatum :: Victorian Box,738 Arguello Blvd,Sidewalk: Curb side : Cutout,90,3X3,37.7763841618607,-122.458424200101
25761,Arbutus 'Marina' :: Hybrid Strawberry Tree,1598 Geneva Ave,Sidewalk: Curb side : Cutout,7,6x3,37.7121593616957,-122.429794673053
93286,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1283 Church St,Sidewalk: Curb side : Cutout,3,3x3,37.7503675600759,-122.427259727267
18893,Olea europaea :: Olive Tree,2515 Sacramento St,Sidewalk: Curb side : Cutout,5,3X3,37.7896474207301,-122.434839879589
91770,Platanus x hispanica :: Sycamore: London Plane,1440 Harrison St,Sidewalk: Curb side : Cutout,3,3x3,37.7712251092989,-122.411823967074
10730,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1100 Hudson Ave,Sidewalk: Curb side : Cutout,12,3X4,37.7325287066123,-122.379631682873
10174,Geijera parviflora :: Australian Willow,1038 Guerrero St,Sidewalk: Curb side : Cutout,28,2x2,37.7545314795937,-122.423249534916
22640,Melaleuca quinquenervia :: Cajeput,1224 Turk St,Sidewalk: Curb side : Cutout,6,3X3,37.781280848415,-122.429697830179
89594,Tristaniopsis laurina :: Swamp Myrtle,4449X Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7775587460179,-122.496198436854
86172,Arbutus 'Marina' :: Hybrid Strawberry Tree,1419 24th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.761082658948,-122.482394644325
29886,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1332 Guerrero St,Sidewalk: Curb side : Cutout,3,3x3,37.7498260853424,-122.422809442933
22704,Pittosporum undulatum :: Victorian Box,1420 Turk St,Sidewalk: Curb side : Cutout,6,3X3,37.7804781386016,-122.432873892403
85991,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2222 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7459085303186,-122.48549665823
3163,Platanus x hispanica :: Sycamore: London Plane,3450 California St,Sidewalk: Curb side : Cutout,8,3X3,37.7870199692117,-122.451045347115
9247,Metrosideros excelsa :: New Zealand Xmas Tree,6500X Geary Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.7800324549384,-122.489186813857
89591,Tristaniopsis laurina :: Swamp Myrtle,4623 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7774868965441,-122.497893445496
85988,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2258 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7452658143921,-122.485451389583
12903,Platanus x hispanica :: Sycamore: London Plane,50X Larkin St,Sidewalk: Curb side : Cutout,100,3X3,37.7781610630449,-122.41639760505
19432,Eucalyptus lehmanni :: Bushy Yate,1300X Sloat Blvd,Median : Cutout,6,20,37.7343439457369,-122.485966609595
17320,Ficus nitida :: Laurel Fig,99X Otis St,Sidewalk: Curb side : Cutout,12,3x3,37.7717376353271,-122.420263082185
25185,Myoporum laetum :: Myoporum,3638 Market St,Sidewalk: Curb side : Cutout,,3X3,37.7554701662116,-122.441495243201
91983,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1239 09th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7651769393996,-122.46645955172
103328,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,242 Divisadero St,Sidewalk: Curb side : Cutout,4,3x3,37.7711627667236,-122.436921205648
85943,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1538 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7587686653948,-122.484244534442
10262,Schinus terebinthifolius :: Brazilian Pepper,212 Haight St,Sidewalk: Curb side : Cutout,80,3X3,37.7727542742761,-122.425884896112
81843,Arbutus 'Marina' :: Hybrid Strawberry Tree,1299X Larkin St,Sidewalk: Curb side : Cutout,4,3x3,37.7897129400157,-122.419194651452
1633,Pittosporum undulatum :: Victorian Box,808 Arguello Blvd,Sidewalk: Curb side : Cutout,24,6X4,37.7750818437409,-122.45809482761
11103,Ficus nitida :: Laurel Fig,1995X Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.7990422218557,-122.419121300277
89431,Laurus nobilis :: Sweet Bay: Grecian Laurel,2650 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7785980902022,-122.476767924851
61,Maytenus boaria :: Mayten,843 14th St,Sidewalk: Curb side : Cutout,14,4x4,37.7674698225277,-122.432129242879
25075,Phoenix canariensis :: Canary Island Date Palm,1198 DOLORES ST,Median : Cutout,80,20,37.7503449269028,-122.425232889951
89536,Cordyline australis :: Dracena Palm,5200 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.777359290085,-122.504010820775
90243,Lagunaria patersonii :: Primrose Tree,2900X Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7760832028982,-122.491071565578
22771,Pittosporum undulatum :: Victorian Box,1740 Turk St,Sidewalk: Curb side : Cutout,18,4X4,37.7798915921454,-122.437770378252
90315,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2223 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.776298880204,-122.482807785404
6938,Lophostemon confertus :: Brisbane Box,538 Fell St,Sidewalk: Curb side : Cutout,12,3X3,37.775556590306,-122.426732116921
19385,Eucalyptus lehmanni :: Bushy Yate,100X Sloat Blvd,Median : Cutout,30,20,37.7348483670999,-122.473273805701
16838,Corymbia ficifolia :: Red Flowering Gum,2231 O'Farrell St,Sidewalk: Curb side : Cutout,45,4X4,37.7821688833683,-122.44118736827
13462,Platanus x hispanica :: Sycamore: London Plane,101 Market St,Sidewalk: Curb side : Cutout,18,4X4,37.79368951828,-122.395543339024
102422,Washingtonia filifera :: California Fan Palm,99 06th St,Sidewalk: Curb side : Cutout,16,4x4,37.7810041676544,-122.408676858386
8312,Platanus x hispanica :: Sycamore: London Plane,1100X Geary Blvd,Sidewalk: Curb side : Cutout,18,3X3,37.7857475103537,-122.421455747881
90187,Eriobotrya deflexa :: Bronze Loquat,1826 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.776649530669,-122.478556726612
90530,Olea europaea :: Olive Tree,755 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7752228007136,-122.484483791995
21329,Metrosideros excelsa :: New Zealand Xmas Tree,2503X Sunset Blvd,Sidewalk: Curb side : Cutout,6,10,37.7402920315353,-122.494148196666
90452,Olea europaea :: Olive Tree,842 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7735911082647,-122.48417289045
17973,Corymbia ficifolia :: Red Flowering Gum,2514 Pine St,Sidewalk: Curb side : Cutout,18,3x3,37.7875406739126,-122.4376589504
18383,Ficus nitida :: Laurel Fig,804 Potrero Ave,Sidewalk: Curb side : Cutout,28,3x3,37.7592578761131,-122.407084334673
52014,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,301X 29th St,Sidewalk: Curb side : Cutout,9,3x3,37.7436318598049,-122.427776865938
90166,Eriobotrya deflexa :: Bronze Loquat,1300 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7769096577615,-122.472791972421
99347,Metrosideros excelsa :: New Zealand Xmas Tree,451X 29th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7816096708126,-122.489224205331
22749,Pittosporum undulatum :: Victorian Box,1615 Turk St,Sidewalk: Curb side : Cutout,12,3x3,37.7799752700109,-122.435681640414
1645,Ulmus pumila :: Siberian Elm,881 Arguello Blvd,Sidewalk: Curb side : Cutout,35,6X6,37.7747135991516,-122.458515810277
1494,Persea indica :: Indian Bay,324 Arguello Blvd,Sidewalk: Curb side : Cutout,24,3x3,37.7851272759959,-122.459049963834
929,Ulmus pumila :: Siberian Elm,1286X Alemany Blvd,Sidewalk: Curb side : Cutout,25,3x3,37.7303169767627,-122.432506857514
86077,Arbutus 'Marina' :: Hybrid Strawberry Tree,2245 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7455096249566,-122.485607121223
28279,Solanum rantonnetti ::,1435 Church St,Sidewalk: Curb side : Cutout,3,3X3,37.7479446664543,-122.426982792733
90665,Myoporum laetum :: Myoporum,3636 Cabrillo St,Sidewalk: Curb side : Cutout,8,4x4,37.773885200127,-122.49758714758
18940,Ficus nitida :: Laurel Fig,2770 Sacramento St,Sidewalk: Curb side : Cutout,12,3x3,37.7893897308811,-122.438438883241
103330,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,1600X McAllister St,Sidewalk: Curb side : Cutout,,3x3,37.7779158216762,-122.438708684362
90695,Yucca gloriosa :: Spanish Dagger,4100X Cabrillo St,Sidewalk: Curb side : Cutout,3,3x3,37.7736734008467,-122.50271015187
29114,Lophostemon confertus :: Brisbane Box,627 Ellis St,Sidewalk: Curb side : Cutout,8,3x3,37.7843216022171,-122.416514049476
10710,Ficus nitida :: Laurel Fig,17X Hollis St,Sidewalk: Curb side : Cutout,12,4X4,37.7831113762968,-122.430189039187
1462,Acer x freemanii :: Freeman Maple,182 Arguello Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.7869581060564,-122.459187767204
90181,Eriobotrya deflexa :: Bronze Loquat,1640 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.7767401818846,-122.476569231876
294,Acacia melanoxylon :: Blackwood Acacia,3451X 19th Ave,Sidewalk: Curb side : Cutout,18,2X2,37.7262045448252,-122.476148412917
13726,Platanus x hispanica :: Sycamore: London Plane,780 Market St,Sidewalk: Curb side : Cutout,50,4x4,37.7864112567214,-122.405187760677
89086,Laurus nobilis :: Sweet Bay: Grecian Laurel,406 18th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7801530292127,-122.477142779252
91599,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,700 South Van Ness Ave,Sidewalk: Curb side : Cutout,7,3x3,37.7617447647779,-122.41735808585
86385,Arbutus 'Marina' :: Hybrid Strawberry Tree,1491 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7596976060051,-122.484448231677
10255,Acacia melanoxylon :: Blackwood Acacia,140 Haight St,Sidewalk: Curb side : Cutout,80,3X3,37.7729324136912,-122.424570554491
16816,Olea europaea 'Fruitless' :: Fruitless Olive,2105 O'Farrell St,Sidewalk: Curb side : Cutout,3,4x4,37.7823681904894,-122.439398128028
1513,Pittosporum undulatum :: Victorian Box,380 Arguello Blvd,Sidewalk: Curb side : Cutout,24,3X3,37.7842667127883,-122.458708647853
85479,Platanus x hispanica :: Sycamore: London Plane,2400X Hyde St,Sidewalk: Curb side : Cutout,18,3x3,37.8029644763569,-122.419734821932
11100,Ficus nitida :: Laurel Fig,1960 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.7990373853425,-122.418928545127
14135,Platanus x hispanica :: Sycamore: London Plane,1649 Market St,Sidewalk: Curb side : Cutout,12,4X4,37.7734585996842,-122.421191628768
96136,Tree(s) ::,1454X Innes Ave,Median : Yard,12,,37.7380265265677,-122.386173192236
2402,Melaleuca quinquenervia :: Cajeput,2711 Bryant St,Sidewalk: Curb side : Cutout,6,3X3,37.7510045378629,-122.408872417599
7989,Pyrus kawakamii :: Evergreen Pear,2148 Franklin St,Sidewalk: Curb side : Cutout,3,3x3,37.7941692118946,-122.4246959118
85791,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,1101X Folsom St,Sidewalk: Curb side : Cutout,3,3x3,37.7767798827082,-122.407800012097
1528,Pittosporum undulatum :: Victorian Box,451 ARGUELLO BLVD,Sidewalk: Curb side : Cutout,3,3X3,37.7822005182574,-122.458996306549
11941,Metrosideros excelsa :: New Zealand Xmas Tree,690X Keith St,Sidewalk: Curb side : Cutout,18,3x3,37.7374094440205,-122.382966106955
9998,Ligustrum lucidum :: Glossy Privet,122 Guerrero St,Sidewalk: Curb side : Cutout,18,2X2,37.7693470701553,-122.424678431625
18511,Ficus nitida :: Laurel Fig,626 Powell St,Sidewalk: Curb side : Cutout,12,4x4,37.7905229751065,-122.408772822924
12726,Olea europaea :: Olive Tree,1545 Lake St,Sidewalk: Curb side : Cutout,8,3X3,37.7860735319683,-122.476311431561
85978,Tristaniopsis laurina :: Swamp Myrtle,2354 28th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7434728884919,-122.485325507811
89450,Arbutus 'Marina' :: Hybrid Strawberry Tree,3234 Anza St,Sidewalk: Curb side : Cutout,3,3x3,37.7783151533529,-122.483051215364
90488,Pyrus kawakamii :: Evergreen Pear,125 25th Ave,Sidewalk: Curb side : Cutout,6,3x3,37.7870419790043,-122.485337990995
93379,Fraxinus americana :: American Ash,3066 Turk Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.7775369752727,-122.456450407371
86302,Melaleuca quinquenervia :: Cajeput,1463 25th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7602468075616,-122.48341036445
90176,Eriobotrya deflexa :: Bronze Loquat,1528 Balboa St,Sidewalk: Curb side : Cutout,3,3x3,37.776793790701,-122.47538504305
85934,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1630 26th Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7570487799795,-122.484123984508
18650,Pyrus kawakamii :: Evergreen Pear,75 Reuel Ct,Sidewalk: Curb side : Cutout,3,3X4,37.7365581880217,-122.382518585342
28267,Liquidambar styraciflua :: American Sweet Gum,20X Peter Yorke Way,Sidewalk: Curb side : Cutout,6,3X3,37.785512637883,-122.42437929335
4965,Pinus radiata :: Monterey Pine,5200X Diamond Heights Blvd,Median : Cutout,36,12,37.7452333754909,-122.440194472866
12914,Metrosideros excelsa :: New Zealand Xmas Tree,2961X Alemany Blvd,Sidewalk: Curb side : Cutout,10,3x3,37.7114421419884,-122.45255584304
3694,Acacia melanoxylon :: Blackwood Acacia,400X Cargo Way,Median : Cutout,12,8,37.7439679357533,-122.383169649574
14403,Platanus x hispanica :: Sycamore: London Plane,2432 Market St,Sidewalk: Curb side : Cutout,3,3x3,37.7625605346258,-122.435598272762
60316,Metrosideros excelsa :: New Zealand Xmas Tree,450 30th Ave,Sidewalk: Curb side : Cutout,8,4x4,37.7801124144217,-122.490028891926
104834,Tristaniopsis laurina :: Swamp Myrtle,1202X Arguello Blvd,Median : Cutout,1,1x4,37.7656578771265,-122.457525759586
24632,Platanus x hispanica :: Sycamore: London Plane,605 Divisadero St,Sidewalk: Curb side : Cutout,3,3X3,37.7750041699802,-122.437918004082
25910,Melaleuca quinquenervia :: Cajeput,1758 Oakdale Ave,Sidewalk: Curb side : Cutout,6,3X3,37.7363704176882,-122.393192262513
7385,Ginkgo biloba :: Maidenhair Tree,1030 Folsom St,Sidewalk: Curb side : Cutout,45,3X3,37.7781189525395,-122.406486096036
1493,Ulmus spp :: Elm Spp,312 Arguello Blvd,Sidewalk: Curb side : Cutout,30,3x3,37.7852991621023,-122.459067922044
8296,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,18 Garlington Ct,Sidewalk: Curb side : Cutout,18,3X3,37.7325873571063,-122.384370457364
22765,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1674 Turk St,Sidewalk: Curb side : Cutout,6,4X4,37.7799627627699,-122.436651458736
15806,Melaleuca quinquenervia :: Cajeput,4951 Mission St,Sidewalk: Curb side : Cutout,5,3X3,37.719086123331,-122.438821873955
14493,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,331 Masonic Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7781215891061,-122.447288514652
7243,Rhamnus alaternus :: Italian Buckthorn,1929X Post St,Sidewalk: Curb side : Cutout,6,3X3,37.7850277993699,-122.433510025097
152,Maytenus boaria :: Mayten,1083 14th St,Sidewalk: Curb side : Cutout,30,3X3,37.767115882088,-122.437826283074
28101,Pyrus calleryana 'New Bradford' :: New Bradford Pear,305 Divisadero St,Sidewalk: Curb side : Cutout,3,3X3,37.7722177286516,-122.437353392664
93252,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1070 Church St,Sidewalk: Curb side : Cutout,3,3x3,37.7537497275294,-122.427721110855
17783,Pittosporum crassifolium :: Karo Tree,1670X Gough St,Sidewalk: Curb side : Cutout,3,3X3,37.7887405624242,-122.425284104871
91814,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2621 Harrison St,Sidewalk: Curb side : Cutout,3,3x3,37.7554981871043,-122.412121394411
